2|9.000000
1|9.000000
2|5.000000
1|5.000000
2|5.000000
1|5.000000
2|6.000000
1|6.000000
2|5.000000
1|5.000000
2|6.000000
1|6.000000
2|5.000000
1|5.000000
2|6.000000
1|6.000000
2|5.000000
1|5.000000
2|5.000000
1|5.000000
2|5.000000
1|5.000000
2|6.000000
1|6.000000
2|5.000000
1|5.000000
2|6.000000
1|6.000000
2|6.000000
1|6.000000
2|6.000000
1|6.000000
2|5.000000
1|5.000000
2|5.000000
1|5.000000
2|5.000000
1|6.000000
2|4.000000
1|4.000000
2|5.000000
1|5.000000
2|6.000000
1|6.000000
2|6.000000
1|6.000000
2|5.000000
1|6.000000
2|5.000000
1|5.000000
2|5.000000
1|6.000000
2|5.000000
1|5.000000
2|5.000000
1|5.000000
2|5.000000
1|5.000000
2|5.000000
1|6.000000
2|5.000000
1|5.000000
2|8.000000
1|8.000000
2|3.000000
1|3.000000
2|5.000000
1|5.000000
2|5.000000
1|5.000000
2|5.000000
1|5.000000
2|6.000000
1|6.000000
2|6.000000
1|6.000000
2|5.000000
1|6.000000
2|6.000000
1|6.000000
2|5.000000
1|5.000000
2|6.000000
1|6.000000
2|6.000000
1|6.000000
2|5.000000
1|5.000000
2|5.000000
1|5.000000
2|6.000000
1|6.000000
2|6.000000
1|6.000000
2|6.000000
1|6.000000
2|6.000000
1|6.000000
2|5.000000
1|5.000000
2|7.000000
1|7.000000
2|5.000000
1|5.000000
2|4.000000
1|4.000000
2|5.000000
1|5.000000
2|5.000000
1|5.000000
2|7.000000
1|7.000000
2|5.000000
1|5.000000
2|6.000000
1|6.000000
2|6.000000
1|6.000000
2|6.000000
1|6.000000
2|6.000000
1|6.000000
2|10.000000
1|10.000000
2|1.000000
1|1.000000
2|5.000000
1|5.000000
2|5.000000
1|5.000000
2|6.000000
1|6.000000
2|5.000000
1|5.000000
2|5.000000
1|5.000000
2|6.000000
1|6.000000
2|5.000000
1|5.000000
2|6.000000
1|6.000000
2|5.000000
1|5.000000
2|5.000000
1|5.000000
2|6.000000
1|6.000000
2|7.000000
1|7.000000
2|5.000000
1|5.000000
2|5.000000
1|5.000000
2|6.000000
1|6.000000
2|5.000000
1|5.000000
2|5.000000
1|5.000000
2|5.000000
1|5.000000
2|5.000000
1|5.000000
2|5.000000
1|5.000000
2|6.000000
1|6.000000
2|6.000000
1|6.000000
1|6.000000
2|6.000000
2|6.000000
1|6.000000
1|5.000000
2|5.000000
2|6.000000
1|6.000000
1|5.000000
2|5.000000
2|6.000000
1|6.000000
1|4.000000
2|4.000000
2|6.000000
1|6.000000
1|6.000000
2|6.000000
2|5.000000
1|5.000000
1|5.000000
2|5.000000
2|6.000000
1|6.000000
1|5.000000
2|5.000000
2|5.000000
1|5.000000
1|6.000000
2|6.000000
